Force Vec,joint_0,joint_2,joint_4,joint_5,effot_joint_0,effot_joint_1,effot_joint_2,effot_joint_3,effot_joint_4,effot_joint_5,vel_joint_0,vel_joint_2,vel_joint_4,vel_joint_5
0.9936330451598538,1.4047702550888062,2.4830703735351562,-1.5670059362994593,2.7207064628601074,-0.6820679306983948,-2.719116449356079,-1.1881595849990845,-0.5742188096046448,0.0874786451458931,0.011215210892260075,0.0,-0.0,0.0,0.0
1.6865601947579392,1.6557798385620117,1.483351707458496,-1.5694144407855433,2.974390745162964,0.9750367403030396,-5.580139636993408,-3.2483835220336914,-0.1704712063074112,-0.1076660305261612,0.3588867485523224,0.03340243175625801,-0.37390783429145813,-0.0013614079216495156,0.04049709439277649
10.898250569073825,2.4627089500427246,0.5033698081970215,-1.611471954976217,2.8041412830352783,-0.4669190049171448,-8.583069801330566,-5.604526519775391,-0.872543454170227,0.1884155422449112,-0.3028106987476349,0.002799514913931489,-0.08852347731590271,-0.013249759562313557,-0.03520486131310463
1.4296136593020026,1.6705567836761475,2.29616117477417,-1.5670178572284144,2.0480363368988037,0.0823974683880806,-4.248047351837158,-1.6948087215423584,-0.1884155422449112,0.1861725002527237,0.2646789848804474,0.00012783173588104546,7.669904152862728e-05,3.834952076431364e-05,0.02544490620493889
19.834028319003664,2.3727095127105713,2.199672222137451,-1.6312668959247034,2.5103304386138916,0.2014160305261612,-4.843140125274658,-2.3269994258880615,-0.6931000351905823,0.4710388779640198,0.0269165076315403,-7.669904152862728e-05,-0.0,0.0028186896815896034,0.00013422331539914012
3.3843924536426946,1.515997052192688,2.4914088249206543,-1.5682762304889124,2.281907320022583,0.0823974683880806,-3.826904773712158,-1.4616605043411255,-0.4172058403491974,-0.0314025916159153,0.0022430422250181437,-6.391586794052273e-05,0.00012783173588104546,0.0,0.00015339808305725455
4.263967498985213,1.9784975051879883,2.1012654304504395,-1.5626924673663538,-2.538305107747213,-0.0274658240377903,-4.728699207305908,-2.9748826026916504,-0.1794433742761612,-0.0336456336081028,-0.3005676567554474,0.0,-0.016413595527410507,-0.00046019424917176366,-0.012406069785356522
14.985070600643654,2.826808452606201,1.811065673828125,-1.5633395353900355,2.180091142654419,-0.01831054873764515,-5.859375476837158,-2.719316244125366,-0.3476715385913849,-0.0314025916159153,0.0336456336081028,-8.948221511673182e-05,0.0003834952076431364,-0.000517718552146107,0.0
1.4512447428787063,1.537060022354126,2.391127109527588,-1.5622246901141565,2.225917339324951,1.0253907442092896,-4.321289539337158,-1.8405264616012573,-0.4553375840187073,0.0762634351849556,0.3140259087085724,0.031024761497974396,-0.0,0.0,0.028723791241645813
1.807208795798928,1.8858897686004639,1.5447120666503906,-1.5610387961017054,2.5085227489471436,0.8239746689796448,-6.266785144805908,-3.6272494792938232,-0.2601929008960724,-0.1749572902917862,0.3409424126148224,0.13940051198005676,-0.07588091492652893,-7.669904152862728e-05,0.035837627947330475
2.4251400565366588,1.5399624109268188,2.475260019302368,-1.571103874837057,2.2954955101013184,-0.0366210974752903,-2.915954828262329,-1.7127432823181152,-0.2018737941980362,-0.1413116604089737,-0.0628051832318306,0.0,-0.0,3.834952076431364e-05,-1.917476038215682e-05
1.7463699716902734,1.729986548423767,2.103738307952881,-1.5670297781573694,2.118403196334839,-0.1144409328699112,-4.531860828399658,-2.08488392829895,-0.2893524467945099,0.0605621412396431,-0.3925323784351349,-1.2783173588104546e-05,-1.2783173588104546e-05,-1.917476038215682e-05,-0.20215949416160583
1.7512006675659981,2.1097850799560547,1.855208396911621,-1.5665743986712855,0.2800436317920685,0.1052856519818306,-6.326294422149658,-2.457024335861206,-0.4598236680030823,0.0426178015768528,-0.0560760572552681,0.0,-0.0,0.0,-1.917476038215682e-05
5.825204964497806,1.6396479606628418,2.2343568801879883,-1.5670178572284144,0.7730076313018799,-0.0274658240377903,-4.747009754180908,-1.9929696321487427,-0.3858032524585724,-0.011215210892260075,-0.5383301377296448,0.0,-0.0,0.0,-0.19834372401237488
65.44269437535813,1.2927260398864746,2.691159963607788,-1.552723232899801,2.589684009552002,-0.02288818545639515,-2.796936273574829,-0.9908802509307861,0.2938385307788849,-0.6908569931983948,-0.0560760572552681,5.1132694352418184e-05,-7.669904152862728e-05,0.0001917476038215682,-0.0002109223569277674
1.3119826873066762,1.4047822952270508,2.4830222129821777,-1.566885773335592,2.7206344604492188,-0.7461548447608948,-4.193115711212158,-0.7554901838302612,-0.6235657334327698,0.02243042178452015,0.011215210892260075,0.0,-0.0,0.0,0.0
2.494273958852,2.4760518074035645,1.4726300239562988,-1.5673530737506312,0.038465991616249084,-0.1007080152630806,-7.452393531799316,-3.4142775535583496,-0.3499145805835724,0.0471038855612278,0.4059906303882599,0.0,-0.0,0.0,0.20089396834373474
2.9732659787625226,1.6580108404159546,1.9358553886413574,-1.568934742604391,2.974055528640747,0.7369995713233948,-4.783630847930908,-2.5153114795684814,-0.2938385307788849,-0.01570129580795765,0.3970184624195099,0.0507875494658947,-0.3165625035762787,0.0,0.05175267904996872
5.390633137453082,1.6647875308990479,2.250257968902588,-1.5674007574664515,-0.06228238741029912,-0.0595092847943306,-4.815674304962158,-1.4459677934646606,-0.4508515000343323,-0.0942077711224556,-0.4530945420265198,0.0,-0.0,0.0,-0.1115395799279213
2.367508974799848,2.5162711143493652,1.7379179000854492,-1.5675089995013636,2.6380066871643066,0.004577637184411287,-5.419922351837158,-3.4994661808013916,-0.1031799390912056,0.0426178015768528,-0.3745880424976349,-2.5566347176209092e-05,-0.0520019493997097,7.669904152862728e-05,-0.02918398566544056
